marca;descrição;nome_sku;link_foto;x;y;endereço
Brahma Chopp;Regular - Direita;Shrink Lata Sleek 15 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/ae5f1431920751f0981ada5682b6f476.png;500;53;data\img\BrahmaChopp_ShrinkLataSleek15x269ml.png
Budweiser;Suada - Frontal;Garrafa Vidro 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8fcfa25a4914a05398a1bc45fee3e50b.png;1285;53;data\img\Budweiser_GarrafaVidro300ml.png
Stella Artois;Frontal;Bottle in Bottle 12L;https://www.catalogoambev.com.br/images/uploads/artes-finais/7ca1e6b8931cfab6203775cb742875fc.png;1455;53;data\img\StellaArtois_BottleinBottle12L.png
Lipton Ice Tea Pêssego;Regular - Frontal;Garrafa Pet 1,5L;https://www.catalogoambev.com.br/images/uploads/artes-finais/d2ec7cc6018283f02e85763ab89502d5.png;3585;53;data\img\LiptonIceTeaPessego_GarrafaPet15L.png
Skol Pilsen;Regular - Esquerda;Shrink Lata Std 12 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/118d4b842ee595001039cd8b07fd1188.png;80;54;data\img\SkolPilsen_ShrinkLataStd12x350ml.png
Beck's;Suada - Frontal;Garrafa Vidro 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/be373cb375a096c4891a87aa23d706de.png;1575;54;data\img\Becks_GarrafaVidro330ml.png
Beck's;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/504ea0fe0e80e489db9430f623e5279b.png;1580;54;data\img\Becks_GarrafaVidro600ml.png
Wäls 42;Suada - Frontal;Garrafa Vidro 375ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/e8a9e3916311fe67e130f397bb5f0144.png;1770;54;data\img\Wäls42_GarrafaVidro375ml.png
Patagonia IPA;Regular - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/68e38e969b6758594ee470c7930541c7.png;2435;54;data\img\PatagoniaIPA_LataSleek350ml.png
Spaten;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/090b4bfa6cb434e13f19f6a6a69bf635.png;2805;54;data\img\Spaten_GarrafaVidro600ml.png
Pepsi Twist;Regular - Esquerda;Shrink Lata Std 12 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/e93a421ec389eddd549a46be7ac9e470.png;3090;54;data\img\PepsiTwist_ShrinkLataStd12x350ml.png
Baré Guaraná;Suada - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/b84bd73a07b51c5ce8e9fc211ec0eed9.png;3400;54;data\img\BareGuarana_LataStd350ml.png
Mike's Hard Seltzer Framboesa;Regular - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/2ff0ba73f5df207ee6337c329bedf29d.png;460;55;data\img\MikesHardSeltzerFramboesa_LataSleek269ml.png
Brahma Chopp;Regular - Direita;Shrink Lata Std 12 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/96394e22b4ff86e3958132d0f6d06480.png;520;55;data\img\BrahmaChopp_ShrinkLataStd12x350ml.png
Brahma Duplo Malte;Regular - Direita;Shrink Lata Std 12 x 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/3d1d9ff5bfd926d0df61217e92cf9eea.png;630;55;data\img\BrahmaDuploMalte_ShrinkLataStd12x473ml.png
Brahma Black;Com espuma;Acessório Copo 430ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d60b80d791195f08cd1fea08e77d9888.png;805;55;data\img\BrahmaBlack_AcessorioCopo430ml.png
Coronita Extra;Basket - Esquerda;Pack Cartão Garrafa Vidro 6 x 210ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/ea6f5941ef73ebafd3532b89403a5aa1.png;1540;55;data\img\CoronitaExtra_PackCartaoGarrafaVidro6x210ml.png
Serramalte;Regular - Esquerda;Caixa de Transporte Garrafa Vidro 12 x 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/f8597761a5b8e3ea56b9b8c00a8997a5.png;1705;55;data\img\Serramalte_CaixadeTransporteGarrafaVidro12x600ml.png
Norteña;Com espuma;Acessório Taça 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/7f860e79be155b071d4f7946555f32bb.png;2685;55;data\img\Norteña_AcessorioTaca310ml.png
Gatorade Maracujá;Suada - Frontal;Garrafa Pet 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/92d014082d667bfd85ac7baa3c4916bc.png;3530;55;data\img\GatoradeMaracuja_GarrafaPet500ml.png
Corona Extra;WA - Esquerda;Caixa de Transporte Garrafa Vidro 24 x 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/3e5d9486ce502d543791c30b2e23efcd.png;1515;56;data\img\CoronaExtra_CaixadeTransporteGarrafaVidro24x330ml.png
Corona Extra;Regular - Direita;Keel Clip Lata Sleek 6 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8710d220589425231e9e2e9079a1917b.png;1530;56;data\img\CoronaExtra_KeelClipLataSleek6x350ml.png
Franziskaner Dunkel;Suada - Frontal;Garrafa Vidro 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/47c042beae7bb13becaf139c42ff3a72.png;2175;56;data\img\FranziskanerDunkel_GarrafaVidro500ml.png
Leffe Brown;Suada - Frontal;Garrafa Vidro 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/2f0313d535143f674ab03ebd96c5941e.png;2555;56;data\img\LeffeBrown_GarrafaVidro330ml.png
Leffe Royale;Regular - Esquerda;Pack Cartão Garrafa Vidro 6 x 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/3bfac4a6c39696c7034ae203499aa61d.png;2620;56;data\img\LeffeRoyale_PackCartaoGarrafaVidro6x330ml.png
Guaraná Antarctica;Regular - Frontal;Garrafa Pet 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/2ad45018672fc5b447abbfd2e0af4974.png;2885;56;data\img\GuaranaAntarctica_GarrafaPet500ml.png
H2OH Limão Citrus;Suada - Frontal;Garrafa Pet 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/7791a72dc31d5a0aedab5bd5c597d2d4.png;3170;56;data\img\H2OHLimaoCitrus_GarrafaPet500ml.png
Bohemia Puro Malte;Multipack - Esquerda;Shrink Lata Sleek 6 x 410ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/23c2b6a499e224e268da96e3d66931d2.png;1065;57;data\img\BohemiaPuroMalte_ShrinkLataSleek6x410ml.png
Budweiser;Copa 2022;Caixa de Transporte Garrafa de Aluminio 24 x 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/9500586c4b666ec05d9324a147ca46fb.png;1345;57;data\img\Budweiser_CaixadeTransporteGarrafadeAluminio24x330ml.png
Stella Artois;Promokit - Frontal;Kit Pack Cartão Garrafa Vidro 1 x 275ml + 01 Cálice;https://www.catalogoambev.com.br/images/uploads/artes-finais/4b28433ad0c929f6d4a217958ae7113e.png;1465;57;data\img\StellaArtois_KitPackCartaoGarrafaVidro1x275ml01Calice.png
Corona Extra;Regular - Esquerda;Pack Cartão Lata Sleek 8 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/ef23c7c350820aa9c4e9a88c494ad68b.png;1500;57;data\img\CoronaExtra_PackCartaoLataSleek8x350ml.png
Polar Puro Malte;Regular - Frontal;Garrafa Vidro 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/2068b051b1da0b9b7fac9d1bd7494205.png;1670;57;data\img\PolarPuroMalte_GarrafaVidro1L.png
Colorado Cauim;Com espuma;Acessório Caldereta 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/eb051968460f1d85d777c7886a66fc3a.png;1935;57;data\img\ColoradoCauim_AcessorioCaldereta350ml.png
Franziskaner Naturtrüb;Regular - Esquerda;Caixa de Transporte Garrafa Vidro 6 x 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/5394ea14122f71b18dfcfc4ee4c32ed8.png;2215;57;data\img\FranziskanerNaturtrub_CaixadeTransporteGarrafaVidro6x500ml.png
Leffe Radieuse;Garrafa e Cálice 330ml;Acessório Garrafa e Cálice 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/9a073c4666c6df2c1fb9043b0b3e28a1.png;2585;57;data\img\LeffeRadieuse_AcessorioGarrafaeCalice330ml.png
Skol Puro Malte;Multipack - Esquerda;Shrink Lata Sleek 6 x 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/62a7edd82558e359c13f813d0d08bb49.png;180;58;data\img\SkolPuroMalte_ShrinkLataSleek6x310ml.png
Skol Puro Malte;Multipack - Esquerda;Shrink Lata Sleek 15 x 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/6ae06916e2d44d05336e9b922796204b.png;185;58;data\img\SkolPuroMalte_ShrinkLataSleek15x310ml.png
Mike's Hard Lemonade Suco de Limão;Regular - Frontal;Garrafa Vidro 275ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/fd6ad0135b6e5434f3da500463fa843c.png;420;58;data\img\MikesHardLemonadeSucodeLimao_GarrafaVidro275ml.png
Brahma Duplo Malte;Regular - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/4e5069717bcea512297c2980e16f1816.png;575;58;data\img\BrahmaDuploMalte_LataSleek269ml.png
Andes;Suada - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/901773681da9b334db006ed224dca1c1.png;2725;58;data\img\Andes_LataSleek350ml.png
Andes;Suada - Frontal;Garrafa Vidro 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/4542d789d3d6e886a659db95b0cbdc9b.png;2730;58;data\img\Andes_GarrafaVidro355ml.png
Gatorade Morango-Maracujá;Suada - Frontal;Garrafa Pet 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/a7bd0624c4d059ead032c0ddc5369e2a.png;3535;58;data\img\GatoradeMorangoMaracuja_GarrafaPet500ml.png
Lipton Ice Tea Pêssego;Regular - Frontal;Garrafa Pet 500ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/db122bc3b7fcea563ed4504736fd5caf.png;3580;58;data\img\LiptonIceTeaPessego_GarrafaPet500ml.png
Skol Pilsen;Regular - Esquerda;Shrink Lata Sleek 12 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8dd59ad62bd12068b479430f0711b7cf.png;55;59;data\img\SkolPilsen_ShrinkLataSleek12x269ml.png
Skol Puro Malte;Multipack - Esquerda;Shrink Lata Sleek 6 x 410ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/a451b963cbe5384b68786624eb5afec8.png;200;59;data\img\SkolPuroMalte_ShrinkLataSleek6x410ml.png
Brahma Chopp;Multipack - Direita;Shrink Lata Std 18 x 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/a7167adf4bc2b206b65dab1d8856b989.png;545;59;data\img\BrahmaChopp_ShrinkLataStd18x473ml.png
Antarctica Subzero Silver;Regular - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/f5daead2d461d0a88fbba56c695665a3.png;940;59;data\img\AntarcticaSubzeroSilver_LataStd350ml.png
Budweiser;Regular - Frontal;Bottle in Bottle 6L;https://www.catalogoambev.com.br/images/uploads/artes-finais/36f697fd0e8f66f9f1c32d77523e1b7f.png;1315;59;data\img\Budweiser_BottleinBottle6L.png
Stella Artois;GPI - Direita;Pack Cartão Lata Sleek 6 x 410ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/dd4ebb5252a9fc02a48e33f3145a80c2.png;1410;59;data\img\StellaArtois_PackCartaoLataSleek6x410ml.png
Wäls Belgian Witte;Regular - Frontal;Garrafa Vidro 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/714b8843ab1802faa82c8b5b86c846dc.png;1760;59;data\img\WälsBelgianWitte_GarrafaVidro300ml.png
Wäls Adega Santiago;Regular - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/e992a521c6ca965536490f54dda7721c.png;1815;59;data\img\WälsAdegaSantiago_GarrafaVidro600ml.png
Goose Island Midway Session Ipa;Suada - Frontal;Garrafa Vidro 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/f72b13172eb9b3a767626dabff20cdb7.png;2285;59;data\img\GooseIslandMidwaySessionIpa_GarrafaVidro355ml.png
Guaraná Antarctica;Regular - Esquerda;Shrink Lata Std 12 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/0047003bea76889deb89c7188b2b8659.png;2870;59;data\img\GuaranaAntarctica_ShrinkLataStd12x350ml.png
Guaraná Antarctica Sem Açúcares;Regular - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/a8c7bd02c7f74c7b47dc622cb0a55d54.png;2955;59;data\img\GuaranaAntarcticaSemAcucares_LataStd350ml.png
Sukita Laranja;Regular - Frontal;Garrafa Pet 2L;https://www.catalogoambev.com.br/images/uploads/artes-finais/4055d6fb935f4fba02f718ee7839207f.png;3345;59;data\img\SukitaLaranja_GarrafaPet2L.png
Brahma Chopp;Suada - Frontal;Garrafa Vidro 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/a8406b706b077eb80879a903ad0141e2.png;565;60;data\img\BrahmaChopp_GarrafaVidro1L.png
Antarctica Pilsen;Suada - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/e9045f13afa02361969ccb47974cf976.png;810;60;data\img\AntarcticaPilsen_LataSleek269ml.png
Antarctica Subzero;Gelada - Frontal;Lata Std 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/b9fdb041bbfaaeebbefe77f223ff64df.png;910;60;data\img\AntarcticaSubzero_LataStd473ml.png
Goose Island IPA;Suada - Frontal;Garrafa Vidro 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/a106c460aaa3e5df52f7eefb28934bf0.png;2235;60;data\img\GooseIslandIPA_GarrafaVidro355ml.png
Pepsi Cola;Regular - Frontal;Lata Std 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/47a5fe38b0aa731de6ea82a052b157ea.png;3010;60;data\img\PepsiCola_LataStd473ml.png
Citrus Antarctica;Regular - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/fa8a85143b0a52c1ad84592738139df2.png;3250;60;data\img\CitrusAntarctica_LataSleek269ml.png
For/Me Enhance;Regular - Frontal;Garrafa Vidro 100ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/229a869c548405751b7fe2ddf3ff8e8b.png;3495;60;data\img\ForMeEnhance_GarrafaVidro100ml.png
Beats Ginger;Regular - Esquerda;Pack Cartão Lata Sleek 8 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/c9138ca1dcdbe068027de463a3559ab4.png;365;61;data\img\BeatsGinger_PackCartaoLataSleek8x269ml.png
Antarctica Subzero;Regular - Esquerda;Shrink Lata Std 12 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/8a98f9ab42f822dcb0f79bfa21bf1596.png;915;61;data\img\AntarcticaSubzero_ShrinkLataStd12x350ml.png
Original;WA - Esquerda;Caixa de Transporte Garrafa Vidro 12 x 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/3f56982f07e9d32a0b1237646e0a6eea.png;1010;61;data\img\Original_CaixadeTransporteGarrafaVidro12x300ml.png
Stella Artois;Suada - Frontal;Garrafa Vidro 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/fbfafb968145278d5a96a0ba62af356e.png;1430;61;data\img\StellaArtois_GarrafaVidro330ml.png
Stella Artois;Regular - Frontal;Kit Pack Cartão Garrafa Vidro 1 x 330ml + 01 Cálice;https://www.catalogoambev.com.br/images/uploads/artes-finais/e9252f77707ae3d9e97842197e75812e.png;1475;61;data\img\StellaArtois_KitPackCartaoGarrafaVidro1x330ml01Calice.png
Colorado Indica;Suada - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/9c9fa8700818ddbd94b4adcd921b29a3.png;1905;61;data\img\ColoradoIndica_LataSleek350ml.png
Berrió do Piauí;Suada - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/bfa308241de8d5b0252e474cee7803eb.png;2130;61;data\img\BerriodoPiaui_LataStd350ml.png
Goose Island Midway Session Ipa;Regular - Frontal;Bottle in Bottle 6L;https://www.catalogoambev.com.br/images/uploads/artes-finais/3cc15442e2de6b68dce873fe193d2085.png;2290;61;data\img\GooseIslandMidwaySessionIpa_BottleinBottle6L.png
Leffe Radieuse;Suada - Frontal;Garrafa Vidro 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/c6bf5f5b6a19f6ff71cf8155a6c081c0.png;2575;61;data\img\LeffeRadieuse_GarrafaVidro330ml.png
Antarctica Pilsen;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/68b1a2e661e295b64768474d4e1c0072.png;865;62;data\img\AntarcticaPilsen_GarrafaVidro600ml.png
Stella Artois;Regular - Direita;Pack Cartão Lata Std 12 x 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/2e37d1db967fab87cc80221abfd6a85d.png;1425;62;data\img\StellaArtois_PackCartaoLataStd12x473ml.png
Polar Export;Suada - Frontal;Garrafa Vidro 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/2d0ece59aa8b68d5984ffa172b0a7599.png;1640;62;data\img\PolarExport_GarrafaVidro300ml.png
Wäls Brut;Suada - Frontal;Garrafa Vidro 750ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/fef3a88e454eb84a3a405c3f50074d57.png;1840;62;data\img\WälsBrut_GarrafaVidro750ml.png
Soda Antarctica;Regular - Frontal;Garrafa Pet 2L;https://www.catalogoambev.com.br/images/uploads/artes-finais/2baf16523a83f91d3fd8b4758a2d7b8f.png;3225;62;data\img\SodaAntarctica_GarrafaPet2L.png
Mike's Hard Lemonade Tangerina;Regular - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/f8348ee63e94a6bda61ba7ae2427f47d.png;445;63;data\img\MikesHardLemonadeTangerina_LataSleek269ml.png
Brahma Duplo Malte;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/1df204e44af331a2dd74fda359123a96.png;645;63;data\img\BrahmaDuploMalte_GarrafaVidro600ml.png
Antarctica Pilsen;Regular - Esquerda;Pack Cartão Lata Std 12 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/d7e7a971dda8406e2c035a5777448918.png;850;63;data\img\AntarcticaPilsen_PackCartaoLataStd12x350ml.png
Patagonia Weisse;Regular - Frontal;Bottle in Bottle 6L;https://www.catalogoambev.com.br/images/uploads/artes-finais/5fabf02669dc6410194f1aafa40719eb.png;2395;63;data\img\PatagoniaWeisse_BottleinBottle6L.png
Guaraná Antarctica;Suada - Frontal;Garrafa Pet 3L;https://www.catalogoambev.com.br/images/uploads/artes-finais/362d88950ddcee857a5a807e6ed3bebe.png;2920;63;data\img\GuaranaAntarctica_GarrafaPet3L.png
Brahma Chopp;Suada - Frontal;Lata Std 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/eea8a221abac5649c960c008e53fc4ec.png;490;64;data\img\BrahmaChopp_LataStd473ml.png
Brahma Duplo Malte;Suada - Frontal;Garrafa Vidro 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/351ea4a4b1aec6159e5cf6ad85ee8269.png;650;64;data\img\BrahmaDuploMalte_GarrafaVidro1L.png
Stella Artois;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/f0f14ea4a8d689ce59ba3056fde34542.png;1435;64;data\img\StellaArtois_GarrafaVidro600ml.png
Pepsi Cola;Regular - Frontal;Garrafa Pet 2,25L;https://www.catalogoambev.com.br/images/uploads/artes-finais/47a9a9ec3ee29e96ac0fa064119dd04d.png;3060;64;data\img\PepsiCola_GarrafaPet225L.png
Pepsi Black Sem Açúcares;Multipack - Frontal;Cinta Pet 2 x 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/5075320b6127d547e7c87352e2a4d86d.png;3145;64;data\img\PepsiBlackSemAcucares_CintaPet2x1L.png
Baré Guaraná;Regular - Frontal;Garrafa Pet 200ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/512ed7a43ab65d57737cd07c6638e044.png;3405;64;data\img\BareGuarana_GarrafaPet200ml.png
Ambev;Regular - 3x 4;Garrafeira 23 x 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/39ed0a762f66f80bccb47b15ca7622d3.png;5;65;data\img\Ambev_Garrafeira23x300ml.png
Skol Pilsen;Suada - Frontal;Garrafa Vidro 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/325666182df3db903c05294fd725ea19.png;130;65;data\img\SkolPilsen_GarrafaVidro1L.png
Beats Senses;Regular - Esquerda;Pack Cartão Garrafa Vidro 6 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/25e41e2ce9d0e4a9f12b443cea62ea76.png;290;65;data\img\BeatsSenses_PackCartaoGarrafaVidro6x269ml.png
Brahma Chopp;Multipack - Direita;Shrink Lata Sleek 15 x 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/96528298bc067e0dc61c8f391adfd23c.png;510;65;data\img\BrahmaChopp_ShrinkLataSleek15x310ml.png
Brahma Extra Lager;Suada - Frontal;Lata Std 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/b9282809867920990876ce2bb4b76b0f.png;735;65;data\img\BrahmaExtraLager_LataStd473ml.png
Bohemia Puro Malte;Multipack - Esquerda;Shrink Lata Sleek 20 x 310ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/9e73158f4cdf2b67da95810b8e9d1e84.png;1055;65;data\img\BohemiaPuroMalte_ShrinkLataSleek20x310ml.png
Beck's;Regular - Esquerda;Caixa de Transporte Garrafa Vidro 12 x 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/7dde9e007befb1810410881de264338c.png;1590;65;data\img\Becks_CaixadeTransporteGarrafaVidro12x600ml.png
Wäls Hop Corn IPA;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/aefbe88dd3944c8ee6dac8826f9437cb.png;1740;65;data\img\WälsHopCornIPA_GarrafaVidro600ml.png
Spaten;GPI - Esquerda;Pack Cartão Lata Std 12 x 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/ff6614c56e5ebbb42f75c79fd2beabcd.png;2795;65;data\img\Spaten_PackCartaoLataStd12x473ml.png
Pepsi Cola;Suada - Frontal;Garrafa Vidro 1L;https://www.catalogoambev.com.br/images/uploads/artes-finais/67a1705ca9d403ac6c01b091fddc61ba.png;3080;65;data\img\PepsiCola_GarrafaVidro1L.png
Skol Hops;Suada - Frontal;Lata Std 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/33337897df8cc545557ed93587905113.png;260;66;data\img\SkolHops_LataStd473ml.png
Antarctica Pilsen;Regular - Esquerda;Shrink Lata Std 12 x 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/aa960d2c0e8cb7ad873fb7b3dca77824.png;845;66;data\img\AntarcticaPilsen_ShrinkLataStd12x473ml.png
Antarctica Cristal;Suada - Frontal;Garrafa Vidro 355ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/cbbe3572c743154f81f8f169f0af6199.png;890;66;data\img\AntarcticaCristal_GarrafaVidro355ml.png
Goose Island Hazy IPA;Promokit - Frontal;Kit Pack Cartão Garrafa Vidro 3 x 355ml + 1 Copo 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/18bb871140607472dd1aeacf25363cf6.png;2230;66;data\img\GooseIslandHazyIPA_KitPackCartaoGarrafaVidro3x355ml1Copo473ml.png
Guaraná Antarctica;Suada - Frontal;Garrafa Pet 3,3L;https://www.catalogoambev.com.br/images/uploads/artes-finais/7b6b41c77f16f59f64348b60c8cb5729.png;2925;66;data\img\GuaranaAntarctica_GarrafaPet33L.png
Skol Pilsen;Regular - Esquerda;Shrink Lata Std 18 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/e950b116eda67e67f9db0aeb611f1338.png;90;67;data\img\SkolPilsen_ShrinkLataStd18x350ml.png
Mike's Hard Seltzer Limão;Regular - Frontal;Lata Sleek 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/fbaa6abb37549505c4aa836fed73c45e.png;450;67;data\img\MikesHardSeltzerLimao_LataSleek269ml.png
Brahma Malzbier;Suada - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/34fe8e8ea1954e2225a14f143cc50de8.png;705;67;data\img\BrahmaMalzbier_LataStd350ml.png
Original;GPI - Esquerda;Pack Cartão Lata Sleek 8 x 269ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/c184dd8270e97f861be696ed9bbf1b88.png;975;67;data\img\Original_PackCartaoLataSleek8x269ml.png
Colorado Appia;Suada - Frontal;Lata Sleek 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/f990f460839835a0cd50531382346e01.png;1880;67;data\img\ColoradoAppia_LataSleek350ml.png
Brahma Malzbier;Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/88f5d5c6cc3be041e7e0f79299189fe7.png;715;68;data\img\BrahmaMalzbier_GarrafaVidro600ml.png
Bohemia Magna Pils;Suada - Frontal;Garrafa Vidro 300ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/a49ab4d5762f4bd5c15b8faa16d32436.png;1195;68;data\img\BohemiaMagnaPils_GarrafaVidro300ml.png
Corona Extra;Garrafeira Corona Retornável ;Garrafeira 28 x 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/ff3de3092101580aced320a1cfcc51da.png;1520;68;data\img\CoronaExtra_Garrafeira28x330ml.png
Michelob Ultra;Suada - Frontal;Garrafa Vidro 330ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/dcdbd41c4df0b091c6a5bbe24d5ec869.png;2475;68;data\img\MichelobUltra_GarrafaVidro330ml.png
Guaraná Antarctica;Multipack - Esquerda;Shrink Lata Std 18 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/6d06f05a9ede77c70f2ba9173a6b8413.png;2875;68;data\img\GuaranaAntarctica_ShrinkLataStd18x350ml.png
Pepsi Cola;Regular - Frontal;Garrafa Pet 3,3L;https://www.catalogoambev.com.br/images/uploads/artes-finais/f986e022608804a6c3316526e7a62ecf.png;3070;68;data\img\PepsiCola_GarrafaPet33L.png
Skol Puro Malte;Regular - Esquerda;Shrink Lata Std 18 x 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/719a9dce58fe5215ee45313bbb394301.png;205;69;data\img\SkolPuroMalte_ShrinkLataStd18x350ml.png
Brahma Chopp;Suada - Frontal;Lata Std 350ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/a53dda7de11f549a60ec89e9fbe0e32c.png;485;69;data\img\BrahmaChopp_LataStd350ml.png
Brahma Extra Lager;Foil Suada - Frontal;Garrafa Vidro 600ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/2758a3813f74a74c41757922cbf61c42.png;755;69;data\img\BrahmaExtraLager_GarrafaVidro600ml.png
Budweiser;GPI - Esquerda;Pack Cartão Lata Std 6 x 473ml;https://www.catalogoambev.com.br/images/uploads/artes-finais/36866a90a3a4f6ecc1243801dc97234c.png;1275;69;data\img\Budweiser_PackCartaoLataStd6x473ml.png
